,Year,value,indicator,Country Code,Country Name,Region,Income Group,Lending Type
5247,2008,9580.0,EN.ATM.CO2E.KT,MKD,North Macedonia,Europe & Central Asia,Upper middle income,IBRD
5248,2009,8960.0,EN.ATM.CO2E.KT,MKD,North Macedonia,Europe & Central Asia,Upper middle income,IBRD
5249,2010,8730.0,EN.ATM.CO2E.KT,MKD,North Macedonia,Europe & Central Asia,Upper middle income,IBRD
5250,2011,9640.0,EN.ATM.CO2E.KT,MKD,North Macedonia,Europe & Central Asia,Upper middle income,IBRD
5251,2012,9130.0,EN.ATM.CO2E.KT,MKD,North Macedonia,Europe & Central Asia,Upper middle income,IBRD
5252,2013,8240.0,EN.ATM.CO2E.KT,MKD,North Macedonia,Europe & Central Asia,Upper middle income,IBRD
5253,2014,7780.0,EN.ATM.CO2E.KT,MKD,North Macedonia,Europe & Central Asia,Upper middle income,IBRD
5254,2015,7480.0,EN.ATM.CO2E.KT,MKD,North Macedonia,Europe & Central Asia,Upper middle income,IBRD
5255,2000,34080.0,EN.ATM.CO2E.KT,NOR,Norway,Europe & Central Asia,High income,Not classified
5256,2001,34780.0,EN.ATM.CO2E.KT,NOR,Norway,Europe & Central Asia,High income,Not classified
5257,2002,34470.0,EN.ATM.CO2E.KT,NOR,Norway,Europe & Central Asia,High income,Not classified
5258,2003,37120.0,EN.ATM.CO2E.KT,NOR,Norway,Europe & Central Asia,High income,Not classified
5259,2004,37460.0,EN.ATM.CO2E.KT,NOR,Norway,Europe & Central Asia,High income,Not classified
5260,2005,36370.0,EN.ATM.CO2E.KT,NOR,Norway,Europe & Central Asia,High income,Not classified
5261,2006,37360.0,EN.ATM.CO2E.KT,NOR,Norway,Europe & Central Asia,High income,Not classified
5262,2007,38000.0,EN.ATM.CO2E.KT,NOR,Norway,Europe & Central Asia,High income,Not classified
5263,2008,37070.0,EN.ATM.CO2E.KT,NOR,Norway,Europe & Central Asia,High income,Not classified
5264,2009,37450.0,EN.ATM.CO2E.KT,NOR,Norway,Europe & Central Asia,High income,Not classified
5265,2010,41860.0,EN.ATM.CO2E.KT,NOR,Norway,Europe & Central Asia,High income,Not classified
5266,2011,40160.0,EN.ATM.CO2E.KT,NOR,Norway,Europe & Central Asia,High income,Not classified
5267,2012,39110.0,EN.ATM.CO2E.KT,NOR,Norway,Europe & Central Asia,High income,Not classified
5268,2013,38210.0,EN.ATM.CO2E.KT,NOR,Norway,Europe & Central Asia,High income,Not classified
5269,2014,38280.0,EN.ATM.CO2E.KT,NOR,Norway,Europe & Central Asia,High income,Not classified
5270,2015,38640.0,EN.ATM.CO2E.KT,NOR,Norway,Europe & Central Asia,High income,Not classified
5271,2000,22540.0,EN.ATM.CO2E.KT,OMN,Oman,Middle East & North Africa,High income,Not classified
5272,2001,25280.0,EN.ATM.CO2E.KT,OMN,Oman,Middle East & North Africa,High income,Not classified
5273,2002,26940.0,EN.ATM.CO2E.KT,OMN,Oman,Middle East & North Africa,High income,Not classified
5274,2003,27670.0,EN.ATM.CO2E.KT,OMN,Oman,Middle East & North Africa,High income,Not classified
5275,2004,27520.0,EN.ATM.CO2E.KT,OMN,Oman,Middle East & North Africa,High income,Not classified
5276,2005,27870.0,EN.ATM.CO2E.KT,OMN,Oman,Middle East & North Africa,High income,Not classified
5277,2006,37520.0,EN.ATM.CO2E.KT,OMN,Oman,Middle East & North Africa,High income,Not classified
5278,2007,41030.0,EN.ATM.CO2E.KT,OMN,Oman,Middle East & North Africa,High income,Not classified
5279,2008,40080.0,EN.ATM.CO2E.KT,OMN,Oman,Middle East & North Africa,High income,Not classified
5280,2009,42730.0,EN.ATM.CO2E.KT,OMN,Oman,Middle East & North Africa,High income,Not classified
5281,2010,46470.0,EN.ATM.CO2E.KT,OMN,Oman,Middle East & North Africa,High income,Not classified
5282,2011,52380.0,EN.ATM.CO2E.KT,OMN,Oman,Middle East & North Africa,High income,Not classified
5283,2012,58650.0,EN.ATM.CO2E.KT,OMN,Oman,Middle East & North Africa,High income,Not classified
5284,2013,60990.0,EN.ATM.CO2E.KT,OMN,Oman,Middle East & North Africa,High income,Not classified
5285,2014,64470.0,EN.ATM.CO2E.KT,OMN,Oman,Middle East & North Africa,High income,Not classified
5286,2015,68300.0,EN.ATM.CO2E.KT,OMN,Oman,Middle East & North Africa,High income,Not classified
5287,2000,98370.0,EN.ATM.CO2E.KT,PAK,Pakistan,South Asia,Lower middle income,Blend
5288,2001,99810.0,EN.ATM.CO2E.KT,PAK,Pakistan,South Asia,Lower middle income,Blend
5289,2002,102300.0,EN.ATM.CO2E.KT,PAK,Pakistan,South Asia,Lower middle income,Blend
5290,2003,105660.0,EN.ATM.CO2E.KT,PAK,Pakistan,South Asia,Lower middle income,Blend
5291,2004,118650.0,EN.ATM.CO2E.KT,PAK,Pakistan,South Asia,Lower middle income,Blend
5292,2005,121670.0,EN.ATM.CO2E.KT,PAK,Pakistan,South Asia,Lower middle income,Blend
5293,2006,132480.0,EN.ATM.CO2E.KT,PAK,Pakistan,South Asia,Lower middle income,Blend
5294,2007,146260.0,EN.ATM.CO2E.KT,PAK,Pakistan,South Asia,Lower middle income,Blend
5295,2008,142160.0,EN.ATM.CO2E.KT,PAK,Pakistan,South Asia,Lower middle income,Blend
5296,2009,145140.0,EN.ATM.CO2E.KT,PAK,Pakistan,South Asia,Lower middle income,Blend
5297,2010,140620.0,EN.ATM.CO2E.KT,PAK,Pakistan,South Asia,Lower middle income,Blend
5298,2011,141640.0,EN.ATM.CO2E.KT,PAK,Pakistan,South Asia,Lower middle income,Blend
5299,2012,143750.0,EN.ATM.CO2E.KT,PAK,Pakistan,South Asia,Lower middle income,Blend
5300,2013,145100.0,EN.ATM.CO2E.KT,PAK,Pakistan,South Asia,Lower middle income,Blend
5301,2014,153670.0,EN.ATM.CO2E.KT,PAK,Pakistan,South Asia,Lower middle income,Blend
5302,2015,163590.0,EN.ATM.CO2E.KT,PAK,Pakistan,South Asia,Lower middle income,Blend
5303,2000,210.0,EN.ATM.CO2E.KT,PLW,Palau,East Asia & Pacific,High income,IBRD
5304,2001,220.0,EN.ATM.CO2E.KT,PLW,Palau,East Asia & Pacific,High income,IBRD
5305,2002,220.0,EN.ATM.CO2E.KT,PLW,Palau,East Asia & Pacific,High income,IBRD
5306,2003,220.0,EN.ATM.CO2E.KT,PLW,Palau,East Asia & Pacific,High income,IBRD
5307,2004,230.0,EN.ATM.CO2E.KT,PLW,Palau,East Asia & Pacific,High income,IBRD
5308,2005,260.0,EN.ATM.CO2E.KT,PLW,Palau,East Asia & Pacific,High income,IBRD
5309,2006,250.0,EN.ATM.CO2E.KT,PLW,Palau,East Asia & Pacific,High income,IBRD
5310,2007,240.0,EN.ATM.CO2E.KT,PLW,Palau,East Asia & Pacific,High income,IBRD
5311,2008,210.0,EN.ATM.CO2E.KT,PLW,Palau,East Asia & Pacific,High income,IBRD
5312,2009,200.0,EN.ATM.CO2E.KT,PLW,Palau,East Asia & Pacific,High income,IBRD
5313,2010,210.0,EN.ATM.CO2E.KT,PLW,Palau,East Asia & Pacific,High income,IBRD
5314,2011,220.0,EN.ATM.CO2E.KT,PLW,Palau,East Asia & Pacific,High income,IBRD
5315,2012,210.0,EN.ATM.CO2E.KT,PLW,Palau,East Asia & Pacific,High income,IBRD
5316,2013,220.0,EN.ATM.CO2E.KT,PLW,Palau,East Asia & Pacific,High income,IBRD
5317,2014,220.0,EN.ATM.CO2E.KT,PLW,Palau,East Asia & Pacific,High income,IBRD
5318,2015,220.0,EN.ATM.CO2E.KT,PLW,Palau,East Asia & Pacific,High income,IBRD
5319,2000,5280.0,EN.ATM.CO2E.KT,PAN,Panama,Latin America & Caribbean ,Upper middle income,IBRD
5320,2001,6220.0,EN.ATM.CO2E.KT,PAN,Panama,Latin America & Caribbean ,Upper middle income,IBRD
5321,2002,5410.0,EN.ATM.CO2E.KT,PAN,Panama,Latin America & Caribbean ,Upper middle income,IBRD
5322,2003,5530.0,EN.ATM.CO2E.KT,PAN,Panama,Latin America & Caribbean ,Upper middle income,IBRD
5323,2004,5610.0,EN.ATM.CO2E.KT,PAN,Panama,Latin America & Caribbean ,Upper middle income,IBRD
5324,2005,7120.0,EN.ATM.CO2E.KT,PAN,Panama,Latin America & Caribbean ,Upper middle income,IBRD
5325,2006,7490.0,EN.ATM.CO2E.KT,PAN,Panama,Latin America & Caribbean ,Upper middle income,IBRD
5326,2007,7480.0,EN.ATM.CO2E.KT,PAN,Panama,Latin America & Caribbean ,Upper middle income,IBRD
5327,2008,7300.0,EN.ATM.CO2E.KT,PAN,Panama,Latin America & Caribbean ,Upper middle income,IBRD
5328,2009,8700.0,EN.ATM.CO2E.KT,PAN,Panama,Latin America & Caribbean ,Upper middle income,IBRD
5329,2010,9190.0,EN.ATM.CO2E.KT,PAN,Panama,Latin America & Caribbean ,Upper middle income,IBRD
5330,2011,9990.0,EN.ATM.CO2E.KT,PAN,Panama,Latin America & Caribbean ,Upper middle income,IBRD
5331,2012,10460.0,EN.ATM.CO2E.KT,PAN,Panama,Latin America & Caribbean ,Upper middle income,IBRD
5332,2013,10610.0,EN.ATM.CO2E.KT,PAN,Panama,Latin America & Caribbean ,Upper middle income,IBRD
5333,2014,11280.0,EN.ATM.CO2E.KT,PAN,Panama,Latin America & Caribbean ,Upper middle income,IBRD
5334,2015,10700.0,EN.ATM.CO2E.KT,PAN,Panama,Latin America & Caribbean ,Upper middle income,IBRD
5335,2000,2820.0,EN.ATM.CO2E.KT,PNG,Papua New Guinea,East Asia & Pacific,Lower middle income,Blend
5336,2001,3380.0,EN.ATM.CO2E.KT,PNG,Papua New Guinea,East Asia & Pacific,Lower middle income,Blend
5337,2002,3610.0,EN.ATM.CO2E.KT,PNG,Papua New Guinea,East Asia & Pacific,Lower middle income,Blend
5338,2003,4070.0,EN.ATM.CO2E.KT,PNG,Papua New Guinea,East Asia & Pacific,Lower middle income,Blend
5339,2004,4910.0,EN.ATM.CO2E.KT,PNG,Papua New Guinea,East Asia & Pacific,Lower middle income,Blend
5340,2005,4880.0,EN.ATM.CO2E.KT,PNG,Papua New Guinea,East Asia & Pacific,Lower middle income,Blend
5341,2006,4740.0,EN.ATM.CO2E.KT,PNG,Papua New Guinea,East Asia & Pacific,Lower middle income,Blend
5342,2007,5040.0,EN.ATM.CO2E.KT,PNG,Papua New Guinea,East Asia & Pacific,Lower middle income,Blend
5343,2008,4740.0,EN.ATM.CO2E.KT,PNG,Papua New Guinea,East Asia & Pacific,Lower middle income,Blend
5344,2009,5010.0,EN.ATM.CO2E.KT,PNG,Papua New Guinea,East Asia & Pacific,Lower middle income,Blend
5345,2010,5020.0,EN.ATM.CO2E.KT,PNG,Papua New Guinea,East Asia & Pacific,Lower middle income,Blend
5346,2011,5150.0,EN.ATM.CO2E.KT,PNG,Papua New Guinea,East Asia & Pacific,Lower middle income,Blend
5347,2012,4900.0,EN.ATM.CO2E.KT,PNG,Papua New Guinea,East Asia & Pacific,Lower middle income,Blend
5348,2013,5230.0,EN.ATM.CO2E.KT,PNG,Papua New Guinea,East Asia & Pacific,Lower middle income,Blend
5349,2014,5870.0,EN.ATM.CO2E.KT,PNG,Papua New Guinea,East Asia & Pacific,Lower middle income,Blend
5350,2015,6430.0,EN.ATM.CO2E.KT,PNG,Papua New Guinea,East Asia & Pacific,Lower middle income,Blend
5351,2000,3520.0,EN.ATM.CO2E.KT,PRY,Paraguay,Latin America & Caribbean ,Upper middle income,IBRD
5352,2001,3620.0,EN.ATM.CO2E.KT,PRY,Paraguay,Latin America & Caribbean ,Upper middle income,IBRD
5353,2002,3780.0,EN.ATM.CO2E.KT,PRY,Paraguay,Latin America & Caribbean ,Upper middle income,IBRD
5354,2003,3940.0,EN.ATM.CO2E.KT,PRY,Paraguay,Latin America & Caribbean ,Upper middle income,IBRD
5355,2004,3970.0,EN.ATM.CO2E.KT,PRY,Paraguay,Latin America & Caribbean ,Upper middle income,IBRD
5356,2005,3700.0,EN.ATM.CO2E.KT,PRY,Paraguay,Latin America & Caribbean ,Upper middle income,IBRD
5357,2006,3830.0,EN.ATM.CO2E.KT,PRY,Paraguay,Latin America & Caribbean ,Upper middle income,IBRD
5358,2007,3950.0,EN.ATM.CO2E.KT,PRY,Paraguay,Latin America & Caribbean ,Upper middle income,IBRD
5359,2008,4180.0,EN.ATM.CO2E.KT,PRY,Paraguay,Latin America & Caribbean ,Upper middle income,IBRD
5360,2009,4370.0,EN.ATM.CO2E.KT,PRY,Paraguay,Latin America & Caribbean ,Upper middle income,IBRD
5361,2010,5040.0,EN.ATM.CO2E.KT,PRY,Paraguay,Latin America & Caribbean ,Upper middle income,IBRD
5362,2011,5220.0,EN.ATM.CO2E.KT,PRY,Paraguay,Latin America & Caribbean ,Upper middle income,IBRD
5363,2012,5180.0,EN.ATM.CO2E.KT,PRY,Paraguay,Latin America & Caribbean ,Upper middle income,IBRD
5364,2013,5300.0,EN.ATM.CO2E.KT,PRY,Paraguay,Latin America & Caribbean ,Upper middle income,IBRD
5365,2014,5630.0,EN.ATM.CO2E.KT,PRY,Paraguay,Latin America & Caribbean ,Upper middle income,IBRD
5366,2015,6370.0,EN.ATM.CO2E.KT,PRY,Paraguay,Latin America & Caribbean ,Upper middle income,IBRD
5367,2000,28430.0,EN.ATM.CO2E.KT,PER,Peru,Latin America & Caribbean ,Upper middle income,IBRD
5368,2001,26360.0,EN.ATM.CO2E.KT,PER,Peru,Latin America & Caribbean ,Upper middle income,IBRD
5369,2002,27550.0,EN.ATM.CO2E.KT,PER,Peru,Latin America & Caribbean ,Upper middle income,IBRD
5370,2003,26940.0,EN.ATM.CO2E.KT,PER,Peru,Latin America & Caribbean ,Upper middle income,IBRD
5371,2004,31300.0,EN.ATM.CO2E.KT,PER,Peru,Latin America & Caribbean ,Upper middle income,IBRD
5372,2005,31350.0,EN.ATM.CO2E.KT,PER,Peru,Latin America & Caribbean ,Upper middle income,IBRD
5373,2006,31080.0,EN.ATM.CO2E.KT,PER,Peru,Latin America & Caribbean ,Upper middle income,IBRD
5374,2007,34110.0,EN.ATM.CO2E.KT,PER,Peru,Latin America & Caribbean ,Upper middle income,IBRD
5375,2008,38560.0,EN.ATM.CO2E.KT,PER,Peru,Latin America & Caribbean ,Upper middle income,IBRD
5376,2009,41680.0,EN.ATM.CO2E.KT,PER,Peru,Latin America & Caribbean ,Upper middle income,IBRD
5377,2010,45570.0,EN.ATM.CO2E.KT,PER,Peru,Latin America & Caribbean ,Upper middle income,IBRD
5378,2011,48580.0,EN.ATM.CO2E.KT,PER,Peru,Latin America & Caribbean ,Upper middle income,IBRD
5379,2012,48370.0,EN.ATM.CO2E.KT,PER,Peru,Latin America & Caribbean ,Upper middle income,IBRD
5380,2013,49520.0,EN.ATM.CO2E.KT,PER,Peru,Latin America & Caribbean ,Upper middle income,IBRD
5381,2014,52810.0,EN.ATM.CO2E.KT,PER,Peru,Latin America & Caribbean ,Upper middle income,IBRD
5382,2015,53820.0,EN.ATM.CO2E.KT,PER,Peru,Latin America & Caribbean ,Upper middle income,IBRD
5383,2000,73190.0,EN.ATM.CO2E.KT,PHL,Philippines,East Asia & Pacific,Lower middle income,IBRD
5384,2001,71670.0,EN.ATM.CO2E.KT,PHL,Philippines,East Asia & Pacific,Lower middle income,IBRD
5385,2002,72940.0,EN.ATM.CO2E.KT,PHL,Philippines,East Asia & Pacific,Lower middle income,IBRD
5386,2003,74770.0,EN.ATM.CO2E.KT,PHL,Philippines,East Asia & Pacific,Lower middle income,IBRD
5387,2004,76320.0,EN.ATM.CO2E.KT,PHL,Philippines,East Asia & Pacific,Lower middle income,IBRD
5388,2005,78100.0,EN.ATM.CO2E.KT,PHL,Philippines,East Asia & Pacific,Lower middle income,IBRD
5389,2006,70810.0,EN.ATM.CO2E.KT,PHL,Philippines,East Asia & Pacific,Lower middle income,IBRD
5390,2007,74560.0,EN.ATM.CO2E.KT,PHL,Philippines,East Asia & Pacific,Lower middle income,IBRD
5391,2008,76730.0,EN.ATM.CO2E.KT,PHL,Philippines,East Asia & Pacific,Lower middle income,IBRD
5392,2009,77520.0,EN.ATM.CO2E.KT,PHL,Philippines,East Asia & Pacific,Lower middle income,IBRD
5393,2010,83570.0,EN.ATM.CO2E.KT,PHL,Philippines,East Asia & Pacific,Lower middle income,IBRD
5394,2011,84470.0,EN.ATM.CO2E.KT,PHL,Philippines,East Asia & Pacific,Lower middle income,IBRD
5395,2012,88060.0,EN.ATM.CO2E.KT,PHL,Philippines,East Asia & Pacific,Lower middle income,IBRD
5396,2013,97800.0,EN.ATM.CO2E.KT,PHL,Philippines,East Asia & Pacific,Lower middle income,IBRD
5397,2014,104410.0,EN.ATM.CO2E.KT,PHL,Philippines,East Asia & Pacific,Lower middle income,IBRD
5398,2015,113670.0,EN.ATM.CO2E.KT,PHL,Philippines,East Asia & Pacific,Lower middle income,IBRD
5399,2000,295710.0,EN.ATM.CO2E.KT,POL,Poland,Europe & Central Asia,High income,IBRD
5400,2001,293600.0,EN.ATM.CO2E.KT,POL,Poland,Europe & Central Asia,High income,IBRD
5401,2002,287280.0,EN.ATM.CO2E.KT,POL,Poland,Europe & Central Asia,High income,IBRD
5402,2003,297700.0,EN.ATM.CO2E.KT,POL,Poland,Europe & Central Asia,High income,IBRD
5403,2004,301820.0,EN.ATM.CO2E.KT,POL,Poland,Europe & Central Asia,High income,IBRD
5404,2005,301350.0,EN.ATM.CO2E.KT,POL,Poland,Europe & Central Asia,High income,IBRD
5405,2006,314090.0,EN.ATM.CO2E.KT,POL,Poland,Europe & Central Asia,High income,IBRD
5406,2007,313370.0,EN.ATM.CO2E.KT,POL,Poland,Europe & Central Asia,High income,IBRD
5407,2008,308320.0,EN.ATM.CO2E.KT,POL,Poland,Europe & Central Asia,High income,IBRD
5408,2009,297260.0,EN.ATM.CO2E.KT,POL,Poland,Europe & Central Asia,High income,IBRD
5409,2010,313740.0,EN.ATM.CO2E.KT,POL,Poland,Europe & Central Asia,High income,IBRD
5410,2011,310590.0,EN.ATM.CO2E.KT,POL,Poland,Europe & Central Asia,High income,IBRD
5411,2012,303350.0,EN.ATM.CO2E.KT,POL,Poland,Europe & Central Asia,High income,IBRD
5412,2013,298330.0,EN.ATM.CO2E.KT,POL,Poland,Europe & Central Asia,High income,IBRD
5413,2014,285740.0,EN.ATM.CO2E.KT,POL,Poland,Europe & Central Asia,High income,IBRD
5414,2015,289050.0,EN.ATM.CO2E.KT,POL,Poland,Europe & Central Asia,High income,IBRD
5415,2000,61660.0,EN.ATM.CO2E.KT,PRT,Portugal,Europe & Central Asia,High income,Not classified
5416,2001,61380.0,EN.ATM.CO2E.KT,PRT,Portugal,Europe & Central Asia,High income,Not classified
5417,2002,65610.0,EN.ATM.CO2E.KT,PRT,Portugal,Europe & Central Asia,High income,Not classified
5418,2003,60520.0,EN.ATM.CO2E.KT,PRT,Portugal,Europe & Central Asia,High income,Not classified
5419,2004,62130.0,EN.ATM.CO2E.KT,PRT,Portugal,Europe & Central Asia,High income,Not classified
5420,2005,65470.0,EN.ATM.CO2E.KT,PRT,Portugal,Europe & Central Asia,High income,Not classified
5421,2006,60450.0,EN.ATM.CO2E.KT,PRT,Portugal,Europe & Central Asia,High income,Not classified
5422,2007,58800.0,EN.ATM.CO2E.KT,PRT,Portugal,Europe & Central Asia,High income,Not classified
5423,2008,56840.0,EN.ATM.CO2E.KT,PRT,Portugal,Europe & Central Asia,High income,Not classified
5424,2009,56300.0,EN.ATM.CO2E.KT,PRT,Portugal,Europe & Central Asia,High income,Not classified
5425,2010,50940.0,EN.ATM.CO2E.KT,PRT,Portugal,Europe & Central Asia,High income,Not classified
5426,2011,49870.0,EN.ATM.CO2E.KT,PRT,Portugal,Europe & Central Asia,High income,Not classified
5427,2012,48220.0,EN.ATM.CO2E.KT,PRT,Portugal,Europe & Central Asia,High income,Not classified
5428,2013,46560.0,EN.ATM.CO2E.KT,PRT,Portugal,Europe & Central Asia,High income,Not classified
5429,2014,45930.0,EN.ATM.CO2E.KT,PRT,Portugal,Europe & Central Asia,High income,Not classified
5430,2015,49850.0,EN.ATM.CO2E.KT,PRT,Portugal,Europe & Central Asia,High income,Not classified
5431,2000,21730.0,EN.ATM.CO2E.KT,QAT,Qatar,Middle East & North Africa,High income,Not classified
5432,2001,23490.0,EN.ATM.CO2E.KT,QAT,Qatar,Middle East & North Africa,High income,Not classified
5433,2002,27600.0,EN.ATM.CO2E.KT,QAT,Qatar,Middle East & North Africa,High income,Not classified
5434,2003,28910.0,EN.ATM.CO2E.KT,QAT,Qatar,Middle East & North Africa,High income,Not classified
5435,2004,31910.0,EN.ATM.CO2E.KT,QAT,Qatar,Middle East & North Africa,High income,Not classified
5436,2005,41280.0,EN.ATM.CO2E.KT,QAT,Qatar,Middle East & North Africa,High income,Not classified
5437,2006,44980.0,EN.ATM.CO2E.KT,QAT,Qatar,Middle East & North Africa,High income,Not classified
5438,2007,51050.0,EN.ATM.CO2E.KT,QAT,Qatar,Middle East & North Africa,High income,Not classified
5439,2008,55230.0,EN.ATM.CO2E.KT,QAT,Qatar,Middle East & North Africa,High income,Not classified
5440,2009,57170.0,EN.ATM.CO2E.KT,QAT,Qatar,Middle East & North Africa,High income,Not classified
5441,2010,62270.0,EN.ATM.CO2E.KT,QAT,Qatar,Middle East & North Africa,High income,Not classified
5442,2011,65770.0,EN.ATM.CO2E.KT,QAT,Qatar,Middle East & North Africa,High income,Not classified
5443,2012,73290.0,EN.ATM.CO2E.KT,QAT,Qatar,Middle East & North Africa,High income,Not classified
5444,2013,74600.0,EN.ATM.CO2E.KT,QAT,Qatar,Middle East & North Africa,High income,Not classified
5445,2014,80400.0,EN.ATM.CO2E.KT,QAT,Qatar,Middle East & North Africa,High income,Not classified
5446,2015,83310.0,EN.ATM.CO2E.KT,QAT,Qatar,Middle East & North Africa,High income,Not classified
5447,2000,88880.0,EN.ATM.CO2E.KT,ROU,Romania,Europe & Central Asia,Upper middle income,IBRD
5448,2001,94110.0,EN.ATM.CO2E.KT,ROU,Romania,Europe & Central Asia,Upper middle income,IBRD
5449,2002,93590.0,EN.ATM.CO2E.KT,ROU,Romania,Europe & Central Asia,Upper middle income,IBRD
5450,2003,99620.0,EN.ATM.CO2E.KT,ROU,Romania,Europe & Central Asia,Upper middle income,IBRD
5451,2004,96730.0,EN.ATM.CO2E.KT,ROU,Romania,Europe & Central Asia,Upper middle income,IBRD
5452,2005,95810.0,EN.ATM.CO2E.KT,ROU,Romania,Europe & Central Asia,Upper middle income,IBRD
5453,2006,98940.0,EN.ATM.CO2E.KT,ROU,Romania,Europe & Central Asia,Upper middle income,IBRD
5454,2007,96440.0,EN.ATM.CO2E.KT,ROU,Romania,Europe & Central Asia,Upper middle income,IBRD
5455,2008,95210.0,EN.ATM.CO2E.KT,ROU,Romania,Europe & Central Asia,Upper middle income,IBRD
5456,2009,80520.0,EN.ATM.CO2E.KT,ROU,Romania,Europe & Central Asia,Upper middle income,IBRD
5457,2010,77500.0,EN.ATM.CO2E.KT,ROU,Romania,Europe & Central Asia,Upper middle income,IBRD
5458,2011,83950.0,EN.ATM.CO2E.KT,ROU,Romania,Europe & Central Asia,Upper middle income,IBRD
5459,2012,81730.0,EN.ATM.CO2E.KT,ROU,Romania,Europe & Central Asia,Upper middle income,IBRD
5460,2013,72010.0,EN.ATM.CO2E.KT,ROU,Romania,Europe & Central Asia,Upper middle income,IBRD
5461,2014,71410.0,EN.ATM.CO2E.KT,ROU,Romania,Europe & Central Asia,Upper middle income,IBRD
5462,2015,72900.0,EN.ATM.CO2E.KT,ROU,Romania,Europe & Central Asia,Upper middle income,IBRD
5463,2000,1489500.0,EN.ATM.CO2E.KT,RUS,Russian Federation,Europe & Central Asia,Upper middle income,IBRD
5464,2001,1490530.0,EN.ATM.CO2E.KT,RUS,Russian Federation,Europe & Central Asia,Upper middle income,IBRD
5465,2002,1491720.0,EN.ATM.CO2E.KT,RUS,Russian Federation,Europe & Central Asia,Upper middle income,IBRD
5466,2003,1522190.0,EN.ATM.CO2E.KT,RUS,Russian Federation,Europe & Central Asia,Upper middle income,IBRD
5467,2004,1534120.0,EN.ATM.CO2E.KT,RUS,Russian Federation,Europe & Central Asia,Upper middle income,IBRD
5468,2005,1530850.0,EN.ATM.CO2E.KT,RUS,Russian Federation,Europe & Central Asia,Upper middle income,IBRD
5469,2006,1590090.0,EN.ATM.CO2E.KT,RUS,Russian Federation,Europe & Central Asia,Upper middle income,IBRD
5470,2007,1591510.0,EN.ATM.CO2E.KT,RUS,Russian Federation,Europe & Central Asia,Upper middle income,IBRD
5471,2008,1613140.0,EN.ATM.CO2E.KT,RUS,Russian Federation,Europe & Central Asia,Upper middle income,IBRD
5472,2009,1495170.0,EN.ATM.CO2E.KT,RUS,Russian Federation,Europe & Central Asia,Upper middle income,IBRD
5473,2010,1583160.0,EN.ATM.CO2E.KT,RUS,Russian Federation,Europe & Central Asia,Upper middle income,IBRD
5474,2011,1661780.0,EN.ATM.CO2E.KT,RUS,Russian Federation,Europe & Central Asia,Upper middle income,IBRD
5475,2012,1666860.0,EN.ATM.CO2E.KT,RUS,Russian Federation,Europe & Central Asia,Upper middle income,IBRD
5476,2013,1624020.0,EN.ATM.CO2E.KT,RUS,Russian Federation,Europe & Central Asia,Upper middle income,IBRD
5477,2014,1606860.0,EN.ATM.CO2E.KT,RUS,Russian Federation,Europe & Central Asia,Upper middle income,IBRD
5478,2015,1557530.0,EN.ATM.CO2E.KT,RUS,Russian Federation,Europe & Central Asia,Upper middle income,IBRD
5479,2000,520.0,EN.ATM.CO2E.KT,RWA,Rwanda,Sub-Saharan Africa ,Low income,IDA
5480,2001,520.0,EN.ATM.CO2E.KT,RWA,Rwanda,Sub-Saharan Africa ,Low income,IDA
5481,2002,520.0,EN.ATM.CO2E.KT,RWA,Rwanda,Sub-Saharan Africa ,Low income,IDA
5482,2003,510.0,EN.ATM.CO2E.KT,RWA,Rwanda,Sub-Saharan Africa ,Low income,IDA
5483,2004,520.0,EN.ATM.CO2E.KT,RWA,Rwanda,Sub-Saharan Africa ,Low income,IDA
5484,2005,510.0,EN.ATM.CO2E.KT,RWA,Rwanda,Sub-Saharan Africa ,Low income,IDA
5485,2006,510.0,EN.ATM.CO2E.KT,RWA,Rwanda,Sub-Saharan Africa ,Low income,IDA
5486,2007,540.0,EN.ATM.CO2E.KT,RWA,Rwanda,Sub-Saharan Africa ,Low income,IDA
5487,2008,530.0,EN.ATM.CO2E.KT,RWA,Rwanda,Sub-Saharan Africa ,Low income,IDA
5488,2009,560.0,EN.ATM.CO2E.KT,RWA,Rwanda,Sub-Saharan Africa ,Low income,IDA
5489,2010,570.0,EN.ATM.CO2E.KT,RWA,Rwanda,Sub-Saharan Africa ,Low income,IDA
5490,2011,650.0,EN.ATM.CO2E.KT,RWA,Rwanda,Sub-Saharan Africa ,Low income,IDA
5491,2012,720.0,EN.ATM.CO2E.KT,RWA,Rwanda,Sub-Saharan Africa ,Low income,IDA
5492,2013,780.0,EN.ATM.CO2E.KT,RWA,Rwanda,Sub-Saharan Africa ,Low income,IDA
5493,2014,810.0,EN.ATM.CO2E.KT,RWA,Rwanda,Sub-Saharan Africa ,Low income,IDA
5494,2015,930.0,EN.ATM.CO2E.KT,RWA,Rwanda,Sub-Saharan Africa ,Low income,IDA
5495,2000,150.0,EN.ATM.CO2E.KT,WSM,Samoa,East Asia & Pacific,Lower middle income,IDA
5496,2001,150.0,EN.ATM.CO2E.KT,WSM,Samoa,East Asia & Pacific,Lower middle income,IDA
5497,2002,160.0,EN.ATM.CO2E.KT,WSM,Samoa,East Asia & Pacific,Lower middle income,IDA
5498,2003,160.0,EN.ATM.CO2E.KT,WSM,Samoa,East Asia & Pacific,Lower middle income,IDA
